,SM1_Dz(i),TPSA(NO),piPC10,ESOL,SIC5,nC,SpMax4_Bh(m),SM15_AEA(bo),nRCOOR,GATS3e,SpMAD_B(s),P_VSA_v_2,MATS1p,SM10_AEA(ri),PDI,SpPosA_H2,SpMax3_Bh(s),F04{C-N},J_D,CATS2D_02_DA,X0Av,MATS1e,Eig04_AEA(bo),MDEO-12,ATSC2s,SpDiam_B(m),MATS4v,Eta_psi1,SHED_DA,IC5,MPC06,GATS1v,Eig13_AEA(bo),Eta_betaP_A,VE3sign_B(v),LOGP99,GATS2s,MATS6v,MATS1s,GMTIV,ATSC6e,SIC4,minsNH2,ALOGP,SM4_B(m),MATS2m,P_VSA_charge_9,ATSC1e,X3A,SpMax2_Bh(m),CATS2D_04_AP,RBF,PW5,Psi_e_0d,P_VSA_s_5,RNCG,piPC06,P_VSA_charge_2,SpAD_B(s),D/Dtr10,SM05_EA,nArCOOR,Eta_beta_A,P_VSA_ppp_N,P_VSA_m_3,SpPosA_B(p),BIC2,Vindex,P_VSA_charge_3,VE1sign_B(p),Eta_sh_p,GATS2v,Me,P_VSA_LogP_2,MATS3s,SpMaxA_AEA(ri),IC1,ATSC3m,P_VSA_s_6,ATSC7e,SpMAD_B(m),MATS3e,VE2sign_B(m),Hy,GATS5s,MDEC-34,SpMax_B(s),P_VSA_e_2,SpMin2_Bh(m),GATS5v,SpMaxA_AEA(dm),O-060,P_VSA_MR_2,SM3_B(s),SpMin1_Bh(p),ATS3m,SpMin1_Bh(m),Q2,P_VSA_LogP_5,Eta_epsi_5
Clc1ccc(c(c1)Cl)[C@]1(OC[C@@H](O1)COc1ccc(cc1)N1CCN(CC1)C(C)C)Cn1cncn1,1.06770624597226,64.88,6.89216563957643,-5.8024233586014,0.873262230760761,26,3.68187985322338,2.19540330633684,0,1.32297574654756,1.6224234035139,74.4733990791849,-0.14521905933125,1.97412838215166,0.962312156529224,0.641030810289115,4.87062617861467,9,1.0879479154445,0,0.611922225453846,0.0118139181942774,3.8267153943414,0.0,36.6811851977033,5.71041790405367,-0.132193119652746,0.564553447478019,0.0,5.29728657845289,4.91998092582813,1.01184001797377,2.17416095153735,0.472222222222222,-1.82134940643993,4.4626999348402,0.842990250755076,0.151497003407121,-0.0304530420985178,57577.0,0.904104129955447,0.873262230760761,0.0,4.9499,7.25709747816218,0.0431670806910259,219.972827353329,0.0710759101960351,0.179123313446168,3.90403010189448,0,0.112676056338028,0.0933237878111381,1.04655640175816e-09,0.0,0.166059285344426,5.97539867942119,3.12431389399505,58.4072425265005,0.0,6.95749737087695,0,1.15972222222222,0.0,32.9996636628193,1.25972337862865,0.751950682546257,0.138008486083596,18.5621001937353,0.329313443762609,0.139344262295082,0.838833494518069,1.00759253731343,19.7132914760134,-0.0984918818320547,0.113658726018395,3.56014970460939,44.0115040963578,144.745488769154,0.775957463622187,1.5297186422003,-0.113501874510072,0.0050409196199041,-0.716742134193785,0.745478216434882,1.92788188228931,5.00119051776936,139.121581333972,1.95437568089977,0.939303662580098,0.103278374923285,1,81.6264998671483,6.98252500577048,2.06976118467356,4.39835944826514,2.05276055969246,1.10463400780463,45.8306426623693,0.857539682539682
CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,0.297285808594441,26.3,6.45970881708844,-3.3823210480105,0.918843153081126,15,3.01731171130016,0.659790963593153,0,1.26840251269178,1.76885045643447,36.1448149200242,-0.0223947880300042,-4.57961291627141,0.953386440176263,0.628565211984219,4.58795287182026,0,1.76565864805094,0,0.599694809319916,0.0102614915663482,3.38832654309625,0.1,13.2057796733884,5.75121009963708,-0.154580922970391,0.607940446650124,0.0,4.63500699801521,3.87120101090789,0.995867617462914,0.12345664142553,0.705882352941177,-3.16666832963992,3.37000002712011,0.637163754020121,-0.220151247166032,-0.0272500204210148,6066.0,0.110411499669422,0.918843153081126,0.0,2.8033,6.40988947045112,0.0664037060097424,116.822975375047,0.0161757661157018,0.191719283696918,3.60129537908336,0,0.117647058823529,0.0992128013026111,-0.0002608121870553,0.0,0.433282550394362,5.91729647699457,25.1449270324178,30.0704577593859,69.7026751026751,5.70711026474888,0,1.27941176470588,0.0,36.1448149200242,1.28411428178234,0.734587969984674,0.302468501249721,0.0,0.0266974040566499,0.163265306122449,0.877510526275612,0.991618181818182,5.06906347840001,-0.226111656479534,0.22008786582604,2.97655075700914,15.7033413728926,36.1448149200242,0.0753166854545454,1.52513136034659,-0.188696138500715,0.0003434115495844,-0.864904011146318,0.460449713888894,0.0,7.42768905139606,100.343219130792,1.88373107447431,0.898001880250358,0.198109914633507,1,36.1448149200242,6.68507218355498,2.13474568844312,3.35629425815239,2.16058750502133,0.431169778028561,24.5748196995108,0.790196078431372
CC(C(=O)O)O,0.41824970246758,57.53,0.0,-0.133222606794311,0.306138139492232,3,1.80115599009617,0.0,0,1.00445795095435,2.63845275714595,110.51161335426,-0.0133823821506796,0.0,0.659563275776247,0.535991331040547,6.3438291193908,0,2.99349724347847,1,0.563337625108901,-0.266735237178339,0.0,0.0,52.4169,4.63699826350319,-0.13827099553775,0.384615384615385,1.88988157484231,1.09749375012019,0.0,1.19517987956052,0.0,0.25,-0.485503961278798,-0.548199951648712,0.625689862168563,0.0,-0.282731806179787,456.0,0.0,0.722804806158898,0.0,-0.311,5.19066699064217,0.149069187453809,11.7711019965903,0.133299298125001,0.333333333333333,2.82624004400889,0,0.0909090909090909,0.0,0.198559564247798,0.0,0.421404610410031,0.0,0.0,15.8307165428757,0.0,4.61512051684126,0,0.791666666666667,0.909874472903056,110.51161335426,1.06566674108856,0.889471472825565,1.08782479724043,25.1449270324178,0.204030930495521,0.6,1.18589475381363,1.052725,0.0,0.059448033227898,0.707222687443249,2.75162916738782,6.2130604,110.51161335426,0.0,1.22401805176324,0.045522605830162,0.0090083206829606,1.31729283075043,0.0,0.0,7.47869678881732,9.73507873479314,1.15007286692349,0.0,0.747878043750512,0,103.14157618311,6.83110162111374,1.81273643480091,2.13049498080441,1.79618860218456,0.708363969577476,0.0,0.8875
C1=CC(=CC=C1C(CC(=O)O)CN)Cl,0.532450119862655,63.32,0.0,-2.34202078195025,0.885444432702035,10,3.07996418024629,-0.193982649786812,0,0.912734056518051,2.03385642725315,100.725457665404,0.147672934409741,0.0,0.884909600430038,0.609697688150299,5.0162352667599,3,2.36394783332657,1,0.597690748750168,-0.136589169374356,2.6271729445639,0.0,39.5562142436538,5.4892001541711,-0.154031328305463,0.54601226993865,1.88988157484231,4.16197817967955,3.04452243772342,0.865547082102635,-0.677292506935242,0.535714285714286,-1.21067848194037,1.85699996352196,0.44561997092252,0.0640751813751783,-0.142417477955896,4818.0,0.34759743565089,0.885444432702035,5.49481812169312,1.3938,6.34318467475483,0.0168270363176349,49.6189397255613,0.0707452452071014,0.201285576469333,3.623367329728,0,0.153846153846154,0.0920135046282757,0.0017422741664237,0.0,0.346500360891925,4.5231463505095,25.1449270324178,28.4739899815441,0.0,5.4424177105218,0,1.10714285714286,0.909874472903056,67.828270193339,1.23797068554742,0.816837454949684,0.450208072435407,0.0,0.166666375387824,0.262640449438202,1.04374549125975,1.01468076923077,37.5374235532505,-0.136493179842563,0.275945597361899,3.56160739220122,16.34705995,139.874101727186,0.260338007662723,1.51195930984736,-0.128503111686411,0.0039072407647274,1.38324290187693,0.902739675190391,0.0,7.47654409184955,50.1412819302078,1.76347494601445,0.935420473305372,0.258729573571884,0,79.5993721899293,6.92216964991057,2.01879741053136,3.26364637032672,2.04608011428619,0.657829796912992,6.68618148239922,0.783473389355742
C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.793761450592537,132.13,0.0,0.175172586407662,0.757235024926421,6,2.65803612673589,-1.0,0,1.20326315947806,2.76967800765403,246.168153740938,0.187382007913747,0.0,0.681940381447779,0.560547836961233,7.4683238259365,0,4.33852841222395,3,0.494447139674194,-0.335502606522507,2.73867525465976,0.0,135.203591892132,5.09530992934383,0.0927594941180636,0.368663594470046,4.67314708297128,3.32601659312263,1.6094379124341,0.913239494725011,0.0,0.346153846153846,-0.634201035869134,-1.24849991500378,0.557529496492545,0.152096801684792,-0.277298226800997,5325.0,0.661797243265306,0.804854072545469,0.0,-1.395,6.09894530866,0.157605925340462,5.06906347840001,0.374051222653061,0.196435569781204,3.35315577325454,0,0.25,0.0681318681318681,-0.0032688158226487,0.0,0.187292145647948,2.30258509299405,50.2898540648355,36.0058140995024,0.0,6.21660610108486,0,0.942307692307692,2.72962341870917,246.168153740938,1.08367275163357,0.694501200315689,0.884652049296848,25.1449270324178,0.326856646430549,0.4375,1.2005052778581,1.08692857142857,5.06906347840001,-0.319653040542162,0.365786251177821,2.85590492246969,10.2943756029025,246.168153740938,0.181663652653061,1.27757996623492,-0.309320052766077,0.0241083777866148,2.64109639884111,1.08369416999911,1.88988157484231,7.48644296221563,7.79868689710918,1.45411288936915,0.893413609422757,0.345426828374039,0,203.484810580017,7.71851778982582,1.92757112135499,3.20799621516116,1.86078613510548,1.68371390271932,0.0,0.92156862745098
CCCCNC(=O)N,0.484584312560769,55.12,0.0,-0.707256384449411,0.802439846034784,5,2.21232986461384,-1.83328299176224,0,1.02878325398377,1.90717396759053,76.0528651875135,-0.113631524226231,0.0,0.844572927053613,0.576490888618709,4.20609536529135,2,2.71584276129326,2,0.638364862901641,-0.139266244658125,0.77142725632805,0.0,25.150213388725,4.44084778501268,-0.0288328375893502,0.506976744186047,1.0,3.46808731503482,1.09861228866811,1.40304361063341,0.0,0.1875,-0.2836023416382,0.454800017178059,0.313042808211159,-0.0901387459651563,-0.102434508273426,614.0,0.0784438435000002,0.852439846034784,4.78317743764172,0.4925,5.30288325536597,-0.0195642415932999,0.0,0.0305240233749998,0.277005561002966,3.32085524444673,0,0.157894736842105,0.0430059523809524,0.0639648396163932,18.0107506830303,0.321971684783694,1.38629436111989,0.0,15.2573917407242,0.0,3.71357206670431,0,0.75,0.0,25.1449270324178,1.12151597999163,0.806164203402832,0.680256266536116,25.1449270324178,0.484703310965667,0.339449541284404,1.34431734834214,0.997445,58.0827059754808,-0.100409639274296,0.459176428133514,2.55771746913015,9.0885541724,58.0421145044833,0.0948702734000004,1.24112370120544,-0.12454805194964,0.0408784863006828,2.00052251963713,1.19095504368999,0.0,7.44026767130169,20.2757946201274,1.62835563524385,0.753583600493688,0.495172919057887,0,48.6871310255984,6.36616127670233,1.91261149236973,2.15341110702364,1.97298307126081,0.494633489317494,0.0,0.733333333333333
CCOC1=CC=C(C=C1)NC(=O)C,0.4519669417596,38.33,0.0,-2.16630115949757,0.840360475465977,10,2.75283029366713,-0.484270127546777,0,1.79099264796018,1.75386810801517,54.1555656030545,-0.108106183048074,0.0,0.900470448575446,0.617513030511744,4.39327656626064,1,2.14712597486973,1,0.602538802990214,-0.0379058165254029,2.5,0.142857142857143,16.2142692640089,5.27597730721029,-0.116957512281073,0.549848942598187,2.0,3.95006375643621,2.94443897916644,1.0951578884616,-0.743148004630745,0.653846153846154,-1.24062397246687,2.0436999797821,0.571183689218825,-0.0492148417960639,-0.0780616831706248,2975.0,0.121601333017753,0.840360475465977,0.0,1.2828,6.04737879560961,0.10623811835269,75.2189968625861,0.0140709686390538,0.203999280845402,3.44624414695183,0,0.115384615384615,0.0832706592192999,-0.0032182301937182,18.0107506830303,0.400783478640694,4.5231463505095,25.1449270324178,22.8002854041973,0.0,5.08140436498446,0,1.25,0.0,36.1448149200242,1.22901232077753,0.773650345085649,0.414756105133096,0.0,0.133339924754878,0.21978021978022,0.993448070813301,1.00223076923077,22.6031355660745,-0.274994633422509,0.280991318613694,3.16197817967955,12.5344386943195,36.1448149200242,0.170586498402367,1.42468322039986,-0.367139933531487,0.0054886951579812,-0.20212694369423,1.05739750344862,0.0,7.43048671149388,72.8526088837215,1.78927159767737,1.28546611986014,0.271750884276708,1,71.4581209097951,6.56670660374239,2.00424607470353,2.94329821874662,1.99451689491963,0.560857078788104,19.0000635357157,0.80952380952381
C1CN1P(=S)(N2CC2)N3CC3,0.415349430182147,9.03,0.0,-1.24150718915726,0.348264899191672,6,3.35023716897499,-0.69020459790196,0,0.715736249882265,1.57635333504033,0.0,-0.0103167431574216,0.0,1.0857666527832,0.683182275087998,4.17551798115684,0,1.82079288001324,0,0.740969739228239,-0.282812747659129,2.71704427668231,0.0,10.1846353798299,5.45878933231903,-0.268968879658864,0.672862453531599,0.0,1.57539784861348,2.56494935746154,1.05792112429421,-1.0,0.136363636363636,-0.749882342051394,0.157700042705983,0.805435430724715,0.846976054093517,-0.257914073270163,1395.0,0.112402480151231,0.391743160061237,0.0,0.812399999999999,6.6344425827402,0.148409076003517,0.0,0.0599307768620033,0.146040993231214,3.53831403994889,0,0.12,0.0501567398119122,-0.0105263318516507,0.0,0.314036677558122,2.56494935746154,0.0,17.3398866854436,0.0,6.69826805411542,0,0.954545454545455,0.0,0.0,1.2104819794864,0.37700184698877,0.418753153301815,0.0,0.239362270527058,0.138121546961326,0.867020272864889,0.990191304347826,12.63422605191,0.444926297432773,0.36135308759102,1.77207445539857,23.5611208228355,41.1593213964024,0.0,1.55302434139433,0.410572022190879,0.0061356158721006,-0.526354934171642,0.322458982435631,0.0,4.70424903696702,53.7935474483124,1.51322599753148,1.93536115974891,0.294683282846163,0,0.0,5.55746856252437,1.42400061459477,3.51770843120561,1.51322599753148,0.23452376172645,0.0,0.815151515151515
CCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,0.623529113679112,86.99,4.17342526885945,-3.43039321821735,0.873034147483452,15,3.24411558958221,0.937682844370731,0,0.686242413180094,2.02591164702612,164.194844402788,0.0460659953263834,-3.37527991509165,0.832800560509456,0.612402397843854,6.44620931800618,0,2.11454714562045,0,0.588129268705634,-0.112409398222446,2.94280274265882,0.961124565653902,31.1920881805725,5.59188943245233,0.0131916020451495,0.514018691588785,3.57165236692845,4.70767724415582,3.52636052461616,1.12673253928409,0.200832815986114,0.45,-2.06977465401418,3.32070002704859,0.517737867542924,0.0327096832754698,-0.103833403517219,10204.0,0.511802532448983,0.855372335729607,0.0,4.0367,6.39952249192211,0.0292759971660405,54.8623678201455,0.0917424217346954,0.214205620454503,3.61510376144411,0,0.214285714285714,0.0745906193088022,3.83613021884e-05,0.0,0.19602031112495,5.03247832201871,0.0,40.5182329405224,0.0,5.77144112313002,1,1.025,0.0,164.194844402788,1.17854886852178,0.660344764674453,0.326101623348691,25.1449270324178,0.0730917537655749,0.2,1.17467263890535,1.00847857142857,19.7995753182442,0.22156970474665,0.199888091310851,2.93371490344369,24.0238003202268,164.194844402788,0.321969142448983,1.37694438226028,0.169182242790577,0.0058877818262272,1.10309797832136,0.749001489854778,0.0,7.43252936277813,57.9541799538611,1.93658408226703,0.957978102010041,0.183407621444986,1,187.737048395968,7.28080418706234,1.99703778063574,3.59665862400089,2.04773600319847,1.55537872058903,14.1854628383465,0.814492753623188
C(C(C(F)(F)Cl)(F)F)(F)Cl,1.10918948570587,0.0,0.0,-3.3078643771296,0.0,3,2.28827279167007,-1.0,0,0.808768093988978,2.97529712595373,74.8005663550623,-0.0684308226090835,0.0,0.837805202032221,0.531234690218318,8.18411551659035,0,4.40381796660692,0,0.573495947229113,-0.139239581906145,0.0,0.0,151.989532716116,5.2989713226553,-0.0112118061824689,0.3125,0.0,0.0,0.0,0.853253176429241,0.0,0.0,-0.772367306694998,2.98769990354776,1.16989614712773,0.0,-0.136496950545191,4203.0,0.0,0.492897304305839,0.0,2.6881,6.32585011847785,-0.222722074423408,11.7711019965903,0.465056088842975,0.225092558324419,3.67877213030633,0,0.0,0.0,0.0175855982321343,0.0,0.203613210922085,0.0,0.0,29.7529712595373,0.0,6.66057514983969,0,0.625,0.0,74.8005663550623,1.01872464479981,0.931927232189505,1.10162702608651,14.9601132710125,0.151505492688149,0.655737704918033,1.14438721045394,1.24957272727273,0.0,0.0728672511157413,0.506275090961725,2.22219157550668,2.77563102438017,153.097854478626,0.0,1.28760609587142,0.0674536077571705,0.0018127825061608,-0.288075770336738,0.0,1.41421356237309,8.41532790595102,6.45751133841502,0.751755739866668,0.0,0.523322252440346,0,74.8005663550623,7.9824190643756,1.77690242864618,3.82197343233673,1.47269170490396,0.550577511778101,76.624639277853,1.39428571428571
CC1=CC=C(C=C1)S(=O)(=O)NC2CCCCC2,0.395078015221685,46.17,4.47306634535475,-3.27804714343317,0.80251761930831,13,2.92971094993581,1.0,0,0.855711136447296,1.93794848895498,60.7179495144106,-0.04283658016002,-4.7887152091079,0.957656533719772,0.6337886808035,4.70521414319079,3,1.83724081385951,2,0.644913335541187,0.177210231820579,3.05819367936557,0.0,48.0247616936111,6.3187863607161,0.0108778966762663,0.595744680851064,1.0,4.14895590415999,3.61091791264422,1.09724084836712,0.0,0.529411764705882,-0.579381230311697,2.60602004406974,0.442642253841985,-0.219338857674193,-0.133657723022466,4997.0,0.192987465555556,0.80251761930831,0.0,3.2801,6.74332481224676,0.0554600901901572,48.6351419462586,0.0847936388888881,0.19519125724883,3.73421722469764,0,0.0810810810810811,0.0866742826355111,-0.0002545048822549,16.4049974442298,0.18285079521705,5.02058562494942,0.0,32.9451243122347,0.0,6.25575004175336,0,1.10294117647059,0.0,44.3129520701807,1.25633501451808,0.656222929519632,0.318298889100269,60.7179495144106,0.519714720331126,0.138888888888889,1.09579128827665,0.994033333333334,12.672658696,0.0356893523967015,0.239492361561185,2.86679696301889,27.1745565378395,44.3129520701807,0.236413335555557,1.45358530697327,-0.0173026464983906,0.0145090513959162,-0.255851927510067,2.18521022751424,0.0,7.71592589813907,69.9465982159675,2.02252713393293,0.758857433790339,0.2603121620199,0,91.397360056542,6.98362286644098,2.06833872084628,3.6439181220528,2.0915344298666,0.265917167882435,4.73630891063732,0.8
C(C(F)(F)Cl)Cl,0.678439551687673,0.0,0.0,-2.32865098742096,0.0,2,1.628594388541,0.0,0,1.51554936788741,2.49273605734374,29.9202265420249,-0.0647069704664102,0.0,0.814357880997874,0.522771524735494,4.69768495056135,0,3.16848987267057,0,0.705137094210061,-0.0914995473566065,0.0,0.0,66.109284105,4.82158279796125,0.0,0.384615384615385,0.0,0.0,0.0,0.792728655638132,0.0,0.0,-0.135187631340087,2.05679993331432,0.694299533118376,0.0,-0.124191415318786,981.0,0.0,0.0,0.0,2.0497,5.9967590769506,-0.160703922586985,23.5422039931806,0.2301326775,0.353553390593274,3.43952195389115,0,0.0,0.0,0.196449029154449,0.0,0.346888724616798,0.0,0.0,14.9564163440624,0.0,5.6021188208797,0,0.583333333333333,0.0,29.9202265420249,1.08406810350751,0.890517967770055,1.20252530201528,0.0,0.659819042618923,0.666666666666667,1.06611513612283,1.16545,2.84956332011912,-0.623204213809767,0.760241370485422,2.25,7.9669466825,108.217514665589,0.0,1.36839889070041,-0.6122220309415,0.0744002972086727,-0.306927407053867,0.0,0.0,8.36373472359936,4.98866782382895,0.370055086323509,0.0,0.858229239479924,0,29.9202265420249,7.1581834510782,1.63717014701538,2.99974284196229,1.49591315200535,0.213067115517333,29.9202265420249,1.3
CC[C@@H](C(=O)O[C@H]1C[C@@H](C)C=C2[C@H]1[C@@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@H](C=C2)C)C,0.62352911367915,72.83,5.73657229747919,-4.60623829793724,0.92075810360593,24,3.49079481624379,1.95065566238316,2,1.10953985317826,1.8155535626134,114.97297300097,0.0007246660707341,-0.874575744259698,0.875476933674315,0.62986186687283,6.44850476213978,0,1.68186336994062,0,0.626679324329675,-0.0178216764050062,3.61424346920343,1.25992104989487,44.3426753200001,5.29056584623629,-0.0370391807593836,0.566298342541437,2.82842712474619,5.54514396674147,4.66343909411207,1.19083714069082,1.19551956923715,0.206896551724138,-2.31092282065846,4.19550011307001,0.533107544987589,-0.0315783962851065,-0.0501270788323648,21331.0,0.44601041255858,0.92075810360593,0.0,4.2181,6.73988519804794,0.0520504753795766,73.1611437187419,0.0474439099526614,0.181986925405534,3.74811659420583,0,0.104477611940299,0.0968057839923924,-1.0683630621427e-07,0.0,0.184859113953693,5.18738580584075,50.2898540648355,52.6510533157886,129.101170398229,6.55250788703459,0,0.801724137931034,0.0,114.97297300097,1.22085865681982,0.724746003010205,0.237240525039821,0.0,0.193812699278028,0.219512195121951,1.13130806447538,0.992943076923077,15.2071904352,-0.0730696470166072,0.136549619707095,2.86668449797055,44.6408860047764,114.97297300097,0.613957671692311,1.38946184958044,-0.0922720209690664,0.0042296641878293,-0.404719703367708,1.1381305213843,0.0,7.43306377610717,96.5049858060438,1.98828673209257,1.00720294697434,0.123114061352598,2,154.687343816181,7.35148361801258,2.11391644580185,4.12579323384567,2.15996754470073,1.06428929130198,25.1853507259529,0.814444444444444
CNCC(C1=CC(=C(C=C1)O)O)O,0.556467981644689,72.72,0.0,-1.24627382053424,0.944727859296838,9,2.79801277535425,-0.560725777789606,0,0.837415067795551,2.04659176220897,146.060780165794,0.151584296283299,0.0,0.799170930605803,0.609643562116651,6.40147063311217,2,2.35704812668876,0,0.566011434188071,-0.222558280027779,2.71566009028998,0.0,19.6234568384615,5.43013341835867,-0.12824312244757,0.5,3.77976314968462,4.44063635267327,3.04452243772342,0.98598248094825,-0.782509020088604,0.538461538461538,-2.43542976464029,0.350600063800812,0.742793885620648,-0.167590911148008,-0.241606415537337,3118.0,0.344467768920119,0.928362778254272,0.0,0.322199999999999,6.00928736174442,-0.0128483618037355,47.0844079863613,0.108743089112427,0.209374652231826,3.42407968944967,0,0.115384615384615,0.0815301136618364,-0.0032292454185631,18.0107506830303,0.276821344659091,4.59385642608782,0.0,26.6056929087166,0.0,5.52545293913179,0,1.13461538461538,0.0,128.050029482764,1.1792777708857,0.828942484006885,0.468005631648147,0.0,0.0051280338661954,0.254237288135593,1.0117876682942,1.01481923076923,2.105704341985,0.124636875795865,0.298835779514313,3.40142289080196,13.4910826315976,128.050029482764,0.243291735931953,1.38595032033196,0.106640861451792,0.0021526806758911,2.41680745159428,0.916044870909002,0.0,6.39132833973207,42.1163985776905,1.76374191219444,0.949466287370643,0.247677950952692,0,85.3666863218424,6.84960754242351,2.01142411914629,3.18290778748094,2.00276530196834,1.07386623940693,3.18557495074004,0.764705882352941
C(CO[N+](=O)[O-])O[N+](=O)[O-],0.911881023385449,110.1,0.0,-0.604925112645631,0.481929235661152,2,2.14390539207339,-1.0,0,1.06287683899259,2.58972050046433,140.500122664295,-0.353334198889426,0.0,0.722805403688672,0.56430963030965,6.999,0,2.90947197543974,0,0.475813049615619,0.272748509670332,1.52931658012884,2.5298221281347,64.8673469387755,4.90423766587013,-0.251086832225333,0.306451612903226,0.0,1.83487564747795,1.6094379124341,1.32113228850176,0.0,0.6,,0.449399992823601,0.316077371048253,0.162192110481688,-0.0113272750543965,4045.0,0.0097631999999998,0.587265016370124,0.0,0.0930000000000004,6.05753669422822,0.152311161675123,47.0844079863613,0.20903565,0.258992689834731,3.64708420725085,0,0.384615384615385,0.0418831168831169,0.020966785871109,0.0,0.32957066164848,2.19722457733622,0.0,25.8972050046433,0.0,4.39444915467244,0,1.25,0.0,123.931355621499,1.03850659213917,0.54702059381782,0.623990526788515,0.0,0.0,0.350877192982456,1.19611308890288,1.1465,9.18476976608839,0.0755320080567475,0.360744443953212,2.23592635062903,5.35192069244898,123.931355621499,0.13075456,1.39351700231233,-0.124367381478954,0.0,-0.192050513557826,1.96256239600665,0.0,7.82612002250712,9.18476976608839,1.20185492990373,0.918683460788338,0.520322526290166,0,0.0,7.49621738275874,1.97869408610529,2.42528143943518,1.74338260010831,0.442990114912391,0.0,1.24
OCC(C1OC(=C(C1=O)O)O)O,0.712263297752179,107.22,0.0,0.424593215357754,0.976862178684024,6,2.57858817280277,-0.805221547480847,0,0.786090271362785,2.51030580971595,206.878187563709,0.156074523009357,0.0,0.709880342289751,0.593910731943747,6.49626857008717,0,2.57601632950341,1,0.49726319020778,-0.356489785082802,2.28919774082587,1.70639375923268,80.66667249795,5.1986678031879,-0.096513542795173,0.384615384615384,4.45667606549186,4.22192809488736,2.77258872223978,0.871426054362331,0.0,0.25,-0.940886946016794,-1.40739991515875,0.892556417694543,-0.34890606124074,-0.306414487934937,3655.0,0.5050837449,0.976862178684024,0.0,-1.63,5.9733851932331,-0.0413681270312127,47.0844079863613,0.3346708968,0.200957371707914,3.3326583185939,0,0.1,0.0798859583769141,0.0060147532438911,0.0,0.200611127996382,3.46573590279973,25.1449270324178,30.1236697165914,0.0,5.86078622346588,0,0.895833333333333,0.0,206.878187563709,1.07802384843783,0.90189253672565,0.553314549463877,0.0,0.192104941478258,0.333333333333333,1.09328059857271,1.07491,0.0,0.131616434374471,0.345566768447596,3.32192809488736,10.97139165,206.878187563709,0.2406921642,1.38936295560185,0.203741903075071,0.0094286599118615,2.69801068283805,1.02106742249178,0.0,7.42875640194576,6.15330256748729,1.44745600178995,1.16179502135563,0.326127901746992,0,110.51161335426,7.33146906219761,1.83813125551599,3.30108396623542,1.78811125289071,1.62641246058047,1.01982523520498,0.8875
C1C(=O)NC(=O)NC1=O,0.677881246889509,75.27,0.0,0.0874409234082226,0.792124496594369,4,1.89623147708317,-1.53208888623795,0,1.75070320911624,2.5744825224299,111.456282463314,-0.10886739214728,0.0,0.890113635614811,0.607103730424212,7.41113071641982,0,2.34085161643788,4,0.492427961397571,-0.238952828520685,1.0,0.0,40.69797002,5.03155491062403,0.247711475322785,0.404255319148936,1.88988157484231,2.93120894891032,2.30258509299405,0.847097495896701,0.0,0.5,-0.228522050150336,-1.25749990344048,0.586796143974882,0.0,-0.0575597358409643,1776.0,0.0,0.792124496594369,0.0,-1.0471,5.81318800886021,0.133640496900287,0.0,0.144507045680474,0.201184463531091,3.06509320851621,0,0.0,0.0577777777777778,-0.0365071974218818,36.0215013660606,0.206458450306239,3.2188758248682,86.3113554308961,23.1703427018691,0.0,5.01727983681493,0,1.19444444444444,0.0,75.4347810972533,1.16017310276804,0.732802237227581,0.594716631301979,25.1449270324178,0.61247088859254,0.263157894736842,1.18227537025347,1.08223846153846,38.5560331052606,-0.574220752918202,0.414046879075852,2.71929452566698,5.51561198733728,75.4347810972533,0.0,1.39122803583108,-0.775459357235733,0.0473486382828484,1.05455828246919,3.01666136006605,0.0,7.45997625587743,16.2196541471869,1.1847525887308,1.09314148108863,0.42965487056741,0,75.4347810972533,7.19026084725991,1.9481858025537,2.63757909899912,1.79537955419796,0.660290680360049,0.0,0.909090909090909
